name	read_id	strand	align_score	neg_log_likelihood	subset_likelihood	repeat_likelihood	repeat_start	repeat_end	align_start	align_end	counts	freq	cluster_assignments	outlier	peak_calling_method
CGG_mouse3	0a105b35-1f87-4a3e-9551-48c0d9e3110f	reverse	120	-1298.116	-53.38599999999997	-25.38900000000001	3604	3666	3453	3814	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	a33a6fb4-903d-4f53-bc6e-890ef7fe5d9b	forward	120	-1287.118	-43.44100000000003	-24.948999999999955	2817	2876	2668	3026	20.0	20		True	kde_throw_outliers
CGG_mouse3	0e751561-234b-42eb-a187-38cb8467a5a7	reverse	120	-1290.757	-48.10699999999997	-25.38900000000001	3605	3667	3455	3814	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	1ba28c17-86bf-4893-82a7-230c415d9f37	reverse	120	-1292.837	-48.10699999999997	-25.38900000000001	3603	3665	3454	3814	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	416db7c2-eefd-4da9-948c-16731f3d23eb	reverse	92	-1321.941	-86.05999999999995	-31.62799999999993	3553	3618	3426	3768	22.0	19		True	kde_throw_outliers
CGG_mouse3	70ae708e-fa5a-45e5-8814-4f8e8ecde83a	forward	102	-1374.019	-158.93100000000004	-26.047000000000025	2815	2877	2669	3038	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	ac977384-23b4-4ea0-a693-b37d0bf72232	reverse	120	-1334.629	-98.21699999999998	-25.38900000000001	3572	3634	3423	3786	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	21a612ae-3e8e-460d-b208-e5accad1f11b	forward	120	-1310.279	-70.23799999999994	-24.948999999999955	2841	2900	2693	3048	20.0	20		True	kde_throw_outliers
CGG_mouse3	48377a02-3712-4a4d-9f42-442f57df8f83	reverse	99	-1361.969	-103.21400000000006	-25.38900000000001	3574	3636	3447	3782	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	bbae5e40-b45e-44d5-8539-12b0939f3b2b	reverse	120	-1329.76	-95.95799999999996	-37.92000000000007	3571	3637	3427	3788	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	1641b30b-5fa2-472d-9206-2c313867d449	forward	82	-1332.458	-100.736	-24.94900000000007	2812	2871	2659	3022	20.0	20		True	kde_throw_outliers
CGG_mouse3	c780faa5-7d52-46da-ae8c-aa7890150105	reverse	120	-1307.741	-65.62099999999998	-25.38800000000004	3552	3614	3402	3763	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	099c2505-fbb0-4450-970c-e6c9fc81889a	forward	120	-1287.856	-43.65599999999995	-25.68699999999989	2815	2877	2666	3027	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	25964732-473d-4a49-94a0-73b758dc8aeb	reverse	120	-1298.116	-53.38599999999997	-25.38900000000001	3572	3634	3423	3783	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	760a4b4d-0615-4f15-8238-bd50f3013a0e	forward	120	-1295.917	-55.346	-26.42399999999997	2828	2893	2680	3044	22.0	19		True	kde_throw_outliers
CGG_mouse3	a74a7a18-13fc-4738-af16-9ef0b5f9115d	forward	120	-1304.403	-68.52099999999996	-26.53200000000004	2836	2898	2691	3046	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	ebd686d5-df06-48a5-8cfc-489487dcd1d8	forward	120	-1318.373	-80.41300000000001	-26.029	2852	2914	2702	3061	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	3e542eba-d970-4e10-9637-f292cb7cc3c9	reverse	120	-1340.761	-94.48199999999996	-50.034000000000106	3583	3652	3435	3797	22.0	19		True	kde_throw_outliers
CGG_mouse3	53ba28e2-6918-43f3-9bb5-cbb6af0a278d	reverse	120	-1308.465	-70.50400000000002	-25.38800000000004	3574	3636	3424	3785	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	28655862-4e73-4bb6-adf9-875f0e14685f	forward	120	-1314.167	-71.51699999999994	-25.68700000000001	2854	2916	2706	3066	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	6cdb41be-2c26-4efe-b627-58601ccc4315	reverse	114	-1313.966	-76.00599999999997	-25.586000000000013	3571	3633	3420	3781	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	6c121d00-f285-45d7-9806-b382324ef5cb	forward	120	-1318.667	-80.70600000000002	-25.686000000000035	2855	2917	2706	3067	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	39491309-0aae-4997-9538-5801e16c53d4	reverse	120	-1311.578	-66.84799999999996	-25.38900000000001	3556	3618	3414	3767	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	6693b3bb-a02a-460c-8700-6413d3e9405d	reverse	120	-1293.282	-54.78999999999997	-25.38900000000001	3570	3632	3420	3782	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	89cddba3-a4ea-440c-b1da-2986990dda24	reverse	120	-1302.498	-59.84699999999998	-31.628000000000043	3575	3640	3425	3787	22.0	19		True	kde_throw_outliers
CGG_mouse3	c04b606f-0923-472f-b76e-c60cd2a44e44	forward	120	-1301.998	-66.11599999999999	-24.687999999999988	2803	2859	2650	3011	19.0	3		True	kde_throw_outliers
CGG_mouse3	8a91535c-d299-4a3c-9d16-d6e7de70d54b	forward	120	-1310.964	-66.76400000000001	-24.948999999999955	2809	2868	2706	3018	20.0	20		True	kde_throw_outliers
CGG_mouse3	9e546ad4-f557-4238-a1f8-32728a644589	reverse	120	-1301.141	-59.120000000000005	-26.269999999999985	3589	3651	3439	3800	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	ddf7e81c-7d29-49c0-815d-2d08866ea5d2	forward	120	-1287.118	-43.44100000000003	-24.948999999999955	2841	2900	2692	3050	20.0	20		True	kde_throw_outliers
CGG_mouse3	80480927-062a-4d07-a3ab-928ae294fb65	reverse	120	-1287.558	-42.827999999999975	-25.38900000000001	3606	3668	3456	3817	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	dfe507e2-e746-485d-aee9-5aa41d7368da	reverse	120	-1353.226	-111.88	-47.58699999999999	3598	3664	3451	3811	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	e490125e-c41b-4056-a2bc-81168f7ffbeb	reverse	120	-1358.542	-108.10500000000002	-24.649999999999977	3606	3665	3459	3817	20.0	20		True	kde_throw_outliers
CGG_mouse3	0cfa7b14-1af9-4e87-a394-0d3133b4bb1e	reverse	120	-1305.662	-65.62200000000007	-25.38799999999992	3593	3655	3444	3804	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	b1b0aebe-bdcf-4d34-9682-3213a9179cd0	reverse	120	-1315.514	-67.15700000000004	-25.38800000000004	3583	3645	3439	3788	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	10eec4f0-b119-431c-b70e-a474e31c7083	reverse	120	-1339.554	-105.75200000000008	-25.38799999999992	3556	3618	3405	3764	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	40d4eaa0-e447-42ad-9639-1ec3cbe0bec8	reverse	120	-1304.799	-60.06899999999996	-42.63	3544	3609	3394	3758	22.0	19		True	kde_throw_outliers
CGG_mouse3	0d28f7e2-46e2-4875-b294-376c72c3ed4d	reverse	120	-1301.315	-59.196000000000026	-25.38800000000004	3559	3621	3411	3770	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	483702af-f4b3-4987-816d-89d35f4c56d7	forward	120	-1277.805	-47.63199999999995	-24.211000000000013	2822	2878	2674	3024	19.0	3		True	kde_throw_outliers
CGG_mouse3	2109142c-cd52-4395-ae9f-c6c49d2f726a	reverse	120	-1290.757	-48.10699999999997	-25.38900000000001	3542	3604	3393	3753	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	584bdc8e-47fd-4963-b312-47ab8ce1f774	reverse	108	-1296.001	-60.120000000000005	-25.38799999999992	3596	3658	3448	3810	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	205f236b-71db-43a8-892a-aa8f09675d2d	forward	120	-1306.718	-64.06799999999998	-24.90300000000002	2822	2884	2674	3034	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	6c5e18ff-0357-4064-8897-68e190be45e5	reverse	120	-1302.018	-59.898000000000025	-25.38900000000001	3570	3632	3427	3781	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	ad2cd0c8-8827-49f0-9931-4c4f8f274512	forward	120	-1327.319	-91.437	-25.957	2833	2895	2678	3034	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	978c9931-70a2-42ab-9346-9ac490d649a2	reverse	117	-1305.064	-62.94399999999996	-25.578000000000088	3591	3653	3442	3802	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	e8899472-1d6e-4d7d-9a78-e73efe604c35	forward	120	-1312.568	-72.52700000000004	-25.68700000000001	2832	2894	2683	3045	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	91cf7bd6-51d4-4329-b41c-296a11b2ce9a	forward	120	-1302.629	-68.827	-34.49199999999996	2847	2909	2701	3061	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	9d429dd7-413b-4914-81da-e41f65336efb	reverse	120	-1304.972	-64.93099999999993	-25.631999999999948	3606	3668	3456	3818	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	09ebd845-4c2c-4717-bfcd-b44b5e1c9a19	reverse	120	-1295.16	-53.22000000000003	-25.38900000000001	3574	3636	3424	3785	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	2329cee5-27de-4742-94ba-2c0e5601be55	forward	120	-1317.686	-81.80399999999997	-24.948999999999955	2817	2876	2669	3028	20.0	20		True	kde_throw_outliers
CGG_mouse3	2d5e6a30-f185-46b5-b1b6-8baacd7a2d05	forward	120	-1316.257	-73.60699999999997	-25.99300000000005	2819	2881	2673	3030	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	3e72640a-3a7a-4fb7-9055-170164127a26	reverse	120	-1298.338	-53.60799999999995	-25.38900000000001	3568	3630	3419	3779	21.0	124	3.0	False	kde_throw_outliers
CGG_mouse3	e1ab22c8-1450-486b-bab2-4b59f4c5b612	forward	120	-1285.776	-43.125999999999976	-25.686000000000035	2824	2886	2676	3036	21.0	124	3.0	False	kde_throw_outliers
